CO_MUNICIPIO;NO_MUNICIPIO;QTD_ESCOLAS;QTD_ESCOLAS_INFO_DESKTOPS;PCT_ESCOLAS_INFO_DESKTOPS;QTD_ESCOLAS_URBANAS;QTD_ESCOLAS_RURAIS;QTD_ESCOLAS_FEDERAIS;QTD_ESCOLAS_ESTADUAIS;QTD_ESCOLAS_MUNICIPAIS;QTD_ESCOLAS_ENSINO_MEDIO;PCT_ESCOLAS_ENSINO_MEDIO;PCT_ESCOLAS_AGUA_POTAVEL;PCT_ESCOLAS_ENERGIA_REDE_PUBLICA;PCT_ESCOLAS_ESGOTO_REDE_PUBLICA;PCT_ESCOLAS_COLETA_LIXO;PCT_ESCOLAS_BIBLIOTECA_LEITURA;PCT_ESCOLAS_LAB_CIENCIAS;PCT_ESCOLAS_LAB_INFORMATICA;PCT_ESCOLAS_QUADRA;PCT_ESCOLAS_REFEITORIO;PCT_ESCOLAS_INTERNET;PCT_ESCOLAS_INTERNET_ALUNOS;PCT_ESCOLAS_INTERNET_APRENDIZAGEM;PCT_ESCOLAS_BANDA_LARGA;PCT_ESCOLAS_BANHEIRO_PNE;PCT_ESCOLAS_SALA_ATENDIMENTO_ESPECIAL;PCT_ESCOLAS_RAMPAS;PCT_ESCOLAS_PISOS_TATEIS;PCT_ESCOLAS_SINALIZACAO_ACESSIVEL;PCT_ESCOLAS_SEM_ACESSIBILIDADE;QTD_ESCOLAS_COM_INTERNET;PCT_ESCOLAS_COM_INTERNET_QUE_TEM_BANDA_LARGA;TOTAL_DESKTOPS_ALUNOS;TOTAL_PORTATEIS_ALUNOS;TOTAL_TABLETS_ALUNOS;TOTAL_SALAS_UTILIZADAS;TOTAL_SALAS_CLIMATIZADAS;TOTAL_SALAS_ACESSIVEIS;PCT_SALAS_CLIMATIZADAS;PCT_SALAS_ACESSIVEIS;QTD_REGISTROS_ENEM;QTD_CANDIDATOS_ENEM;QTD_ESCOLAS_ENEM_TOTAL;QTD_ESCOLAS_ENEM_IDENTIFICADAS_CENSO;QTD_ESCOLAS_ENEM_NAO_VINCULADAS_CENSO;QTD_PARTICIPANTES_CN;QTD_ESCOLAS_COM_NOTA_CN;MEDIA_CN;PCT_PRESENCA_CN;QTD_PARTICIPANTES_CH;QTD_ESCOLAS_COM_NOTA_CH;MEDIA_CH;PCT_PRESENCA_CH;QTD_PARTICIPANTES_LC;QTD_ESCOLAS_COM_NOTA_LC;MEDIA_LC;PCT_PRESENCA_LC;QTD_PARTICIPANTES_MT;QTD_ESCOLAS_COM_NOTA_MT;MEDIA_MT;PCT_PRESENCA_MT;QTD_PRESENTES_REDACAO;QTD_ESCOLAS_COM_NOTA_REDACAO;MEDIA_REDACAO_GERAL;QTD_REDACOES_SEM_PROBLEMAS;MEDIA_REDACAO_SEM_PROBLEMAS;PCT_PRESENCA_REDACAO;PCT_REDACOES_SEM_PROBLEMAS;PCT_ESCOLAS_ENSINO_MEDIO_IDENTIFICADAS_NO_ENEM;PCT_ESCOLAS_ENEM_NAO_VINCULADAS_CENSO
2111607;São Raimundo das Mangabeiras;25;25;100.0;13;12;1;1;23;2;8.0;100.0;100.0;4.0;68.0;56.0;8.0;8.0;12.0;28.0;96.0;8.0;56.0;88.0;68.0;16.0;80.0;4.0;0.0;16.0;24.0;91.67;120;4;10;158;61;60;38.61;37.97;192;192;2;2;0;153;2;438.89;79.69;158;2;446.41;82.29;158;2;465.78;82.29;153;2;437.93;79.69;158;2;465.57;136;540.88;82.29;86.08;100.0;0.0
2111631;São Raimundo do Doca Bezerra;16;16;100.0;5;11;0;3;13;3;18.75;93.75;100.0;12.5;43.75;25.0;0.0;0.0;0.0;6.25;100.0;12.5;75.0;100.0;6.25;0.0;25.0;0.0;0.0;75.0;16.0;100.0;3;6;1;62;29;2;46.77;3.23;67;67;3;3;0;45;3;463.84;67.16;45;3;473.19;67.16;45;3;478.69;67.16;45;3;429.39;67.16;45;3;367.56;29;570.34;67.16;64.44;100.0;0.0
2111672;São Roberto;16;16;100.0;5;11;0;1;15;1;6.25;12.5;100.0;12.5;43.75;25.0;0.0;6.25;0.0;0.0;75.0;6.25;12.5;75.0;6.25;0.0;18.75;0.0;0.0;81.25;12.0;100.0;6;1;0;83;32;6;38.55;7.23;62;62;1;1;0;44;1;447.12;70.97;45;1;458.94;72.58;45;1;464.38;72.58;44;1;434.65;70.97;45;1;488.89;41;536.59;72.58;91.11;100.0;0.0
2111706;São Vicente Ferrer;49;49;100.0;9;40;0;4;45;4;8.16;100.0;100.0;0.0;24.49;8.16;2.04;4.08;2.04;2.04;51.02;4.08;26.53;24.49;16.33;6.12;28.57;4.08;0.0;71.43;25.0;48.0;19;8;13;206;55;39;26.7;18.93;281;281;4;4;0;221;4;434.17;78.65;241;4;441.02;85.77;241;4;455.13;85.77;221;4;421.5;78.65;241;4;397.76;178;538.54;85.77;73.86;100.0;0.0
2111805;Sítio Novo;29;29;100.0;6;23;0;3;26;2;6.9;96.55;100.0;3.45;34.48;20.69;0.0;13.79;13.79;24.14;96.55;17.24;65.52;27.59;27.59;17.24;37.93;3.45;0.0;55.17;28.0;28.57;26;10;2;170;28;43;16.47;25.29;137;137;2;2;0;101;2;449.5;73.72;104;2;450.9;75.91;104;2;477.58;75.91;101;2;423.44;73.72;104;2;514.81;98;546.33;75.91;94.23;100.0;0.0
2112001;Tasso Fragoso;13;13;100.0;5;8;0;1;12;1;7.69;100.0;100.0;38.46;61.54;23.08;0.0;0.0;7.69;15.38;76.92;7.69;46.15;38.46;38.46;15.38;69.23;0.0;0.0;23.08;10.0;50.0;8;4;0;104;35;6;33.65;5.77;110;110;1;1;0;92;1;448.85;83.64;94;1;452.65;85.45;94;1;470.26;85.45;92;1;445.09;83.64;94;1;525.53;85;581.18;85.45;90.43;100.0;0.0
2112100;Timbiras;46;46;100.0;20;26;0;2;44;2;4.35;100.0;100.0;0.0;43.48;13.04;0.0;6.52;8.7;6.52;93.48;8.7;34.78;93.48;15.22;2.17;43.48;0.0;0.0;56.52;43.0;100.0;33;29;3;179;100;24;55.87;13.41;318;318;2;2;0;245;2;441.32;77.04;257;2;446.15;80.82;257;2;458.24;80.82;245;2;427.3;77.04;257;2;451.21;217;534.38;80.82;84.44;100.0;0.0
2112209;Timon;103;103;100.0;87;16;1;14;88;15;14.56;99.03;100.0;57.28;88.35;66.99;8.74;11.65;31.07;40.78;98.06;26.21;76.7;96.12;82.52;24.27;85.44;12.62;0.97;6.8;101.0;98.02;255;98;321;928;850;347;91.59;37.39;1447;1447;13;13;0;1123;13;472.32;77.61;1150;13;481.47;79.47;1150;13;499.0;79.47;1123;13;472.34;77.61;1150;13;572.57;1052;625.91;79.47;91.48;86.67;0.0
2112233;Trizidela do Vale;21;21;100.0;13;8;0;1;20;1;4.76;100.0;100.0;23.81;80.95;28.57;0.0;9.52;4.76;23.81;100.0;57.14;80.95;100.0;42.86;14.29;23.81;9.52;0.0;61.9;21.0;100.0;27;13;0;148;144;63;97.3;42.57;160;160;1;1;0;71;1;439.65;44.38;81;1;447.79;50.62;81;1;469.27;50.62;71;1;432.19;44.38;81;1;425.19;64;538.12;50.62;79.01;100.0;0.0
2112274;Tufilândia;17;17;100.0;5;12;0;2;15;2;11.76;100.0;100.0;0.0;29.41;5.88;0.0;5.88;0.0;5.88;100.0;17.65;82.35;100.0;5.88;5.88;29.41;0.0;0.0;70.59;17.0;100.0;2;18;0;70;39;0;55.71;0.0;65;65;2;1;1;45;2;430.06;69.23;45;2;439.68;69.23;45;2;468.53;69.23;45;2;411.69;69.23;45;2;353.33;32;496.88;69.23;71.11;50.0;50.0
2112308;Tuntum;56;56;100.0;17;39;0;7;49;7;12.5;98.21;100.0;5.36;57.14;32.14;3.57;7.14;16.07;26.79;87.5;14.29;48.21;64.29;55.36;32.14;58.93;7.14;0.0;26.79;49.0;73.47;82;36;7;313;211;108;67.41;34.5;190;190;7;5;2;126;7;463.15;66.32;139;7;468.37;73.16;139;7;494.19;73.16;126;7;459.43;66.32;139;7;467.19;113;574.69;73.16;81.29;71.43;28.57
2112407;Turiaçu;100;100;100.0;12;88;0;6;94;46;46.0;89.0;98.0;0.0;22.0;7.0;0.0;0.0;5.0;13.0;94.0;2.0;8.0;91.0;31.0;18.0;50.0;6.0;0.0;31.0;94.0;96.81;3;55;1;392;116;34;29.59;8.67;315;315;24;4;20;214;16;442.41;67.94;230;16;437.83;73.02;230;16;464.19;73.02;214;16;420.79;67.94;230;16;444.87;196;522.04;73.02;85.22;8.7;83.33
2112456;Turilândia;59;59;100.0;10;49;0;2;57;2;3.39;100.0;100.0;0.0;37.29;16.95;0.0;1.69;1.69;5.08;93.22;30.51;93.22;11.86;18.64;5.08;35.59;0.0;0.0;59.32;55.0;12.73;17;44;0;236;47;24;19.92;10.17;122;122;2;1;1;61;2;450.79;50.0;69;2;461.94;56.56;69;2;473.42;56.56;61;2;435.64;50.0;69;2;479.13;58;570.0;56.56;84.06;50.0;50.0
2112506;Tutóia;77;77;100.0;14;63;0;5;72;5;6.49;97.4;100.0;0.0;75.32;46.75;5.19;18.18;15.58;40.26;100.0;29.87;54.55;93.51;55.84;27.27;41.56;0.0;0.0;38.96;77.0;93.51;144;69;53;516;343;100;66.47;19.38;517;517;5;5;0;386;5;455.08;74.66;402;5;452.08;77.76;402;5;474.31;77.76;386;5;431.4;74.66;402;5;482.84;354;548.31;77.76;88.06;100.0;0.0
2112605;Urbano Santos;69;69;100.0;20;49;0;4;65;4;5.8;100.0;100.0;2.9;27.54;17.39;0.0;4.35;8.7;5.8;57.97;5.8;18.84;39.13;27.54;7.25;52.17;1.45;0.0;40.58;40.0;67.5;51;7;1;289;47;34;16.26;11.76;468;468;4;4;0;253;4;423.41;54.06;267;4;431.88;57.05;267;4;443.91;57.05;253;4;408.0;54.06;267;4;408.69;208;524.62;57.05;77.9;100.0;0.0
2112704;Vargem Grande;79;79;100.0;30;49;0;7;72;8;10.13;93.67;100.0;21.52;37.97;26.58;2.53;8.86;15.19;25.32;70.89;10.13;26.58;49.37;31.65;5.06;53.16;5.06;0.0;41.77;56.0;69.64;203;94;2;883;461;63;52.21;7.13;558;558;8;5;3;368;7;445.92;65.95;379;7;446.58;67.92;379;7;465.11;67.92;368;7;439.96;65.95;379;7;476.36;320;564.19;67.92;84.43;62.5;37.5
2112803;Viana;93;93;100.0;21;72;1;4;88;5;5.38;90.32;98.92;0.0;34.41;16.13;5.38;5.38;7.53;27.96;96.77;25.81;76.34;93.55;18.28;18.28;39.78;2.15;0.0;38.71;90.0;96.67;123;35;290;408;240;58;58.82;14.22;497;497;5;5;0;369;5;454.63;74.25;382;5;459.0;76.86;382;5;476.29;76.86;369;5;443.17;74.25;382;5;505.03;328;588.17;76.86;85.86;100.0;0.0
2112852;Vila Nova dos Martírios;12;12;100.0;7;5;0;2;10;2;16.67;91.67;100.0;0.0;100.0;25.0;8.33;8.33;25.0;25.0;100.0;25.0;83.33;100.0;50.0;25.0;83.33;8.33;0.0;16.67;12.0;100.0;10;4;0;94;79;68;84.04;72.34;113;113;2;2;0;70;2;465.21;61.95;75;2;466.99;66.37;75;2;485.31;66.37;70;2;429.45;61.95;75;2;462.13;66;525.15;66.37;88.0;100.0;0.0
2113009;Vitorino Freire;51;51;100.0;19;32;0;2;49;2;3.92;98.04;100.0;1.96;64.71;15.69;3.92;19.61;11.76;15.69;88.24;39.22;76.47;88.24;19.61;1.96;60.78;1.96;0.0;35.29;45.0;100.0;146;11;49;238;141;113;59.24;47.48;344;344;2;2;0;216;2;452.47;62.79;231;2;456.96;67.15;231;2;470.42;67.15;216;2;432.06;62.79;231;2;484.94;198;565.76;67.15;85.71;100.0;0.0
2112902;Vitória do Mearim;56;56;100.0;14;42;0;5;51;5;8.93;100.0;100.0;0.0;41.07;14.29;3.57;3.57;14.29;1.79;92.86;5.36;10.71;91.07;48.21;0.0;66.07;1.79;0.0;32.14;52.0;98.08;24;29;0;215;78;1;36.28;0.47;289;289;5;5;0;187;5;453.37;64.71;197;5;459.69;68.17;197;5;482.23;68.17;187;5;442.28;64.71;197;5;456.04;154;583.38;68.17;78.17;100.0;0.0
2114007;Zé Doca;83;83;100.0;26;57;1;5;77;6;7.23;98.8;100.0;1.2;44.58;14.46;2.41;14.46;9.64;16.87;69.88;10.84;26.51;68.67;51.81;15.66;66.27;7.23;0.0;2.41;58.0;98.28;89;93;4;410;301;332;73.41;80.98;414;414;5;5;0;289;5;469.55;69.81;303;5;467.36;73.19;303;5;488.39;73.19;289;5;457.61;69.81;303;5;542.97;270;609.33;73.19;89.11;83.33;0.0
2100154;Água Doce do Maranhão;29;29;100.0;7;22;0;2;27;2;6.9;89.66;100.0;0.0;75.86;13.79;0.0;0.0;10.34;6.9;89.66;3.45;27.59;89.66;27.59;0.0;44.83;6.9;0.0;51.72;26.0;100.0;4;14;1;133;20;7;15.04;5.26;163;163;2;2;0;128;2;455.12;78.53;132;2;471.55;80.98;132;2;480.91;80.98;128;2;455.13;78.53;132;2;562.58;119;624.03;80.98;90.15;100.0;0.0
